"Oct 5, 2018","""Part time Sortation Associate""",5.0,Former Employee - Anonymous Employee,They are willing to give responsibility to basically anyone that shows the willingness to do what's needed.,"Late hours, little opportunities for advancement, and hours are subject to change based off business needs","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 30, 2018","""Awesome if you love independence and hate bureaucracy""",5.0,Current Employee - Software Development Manager,"Freedom to take your ideas from inception to execution. Not confined by roles/titles. Very bottom-up culture with decisions driven from recommendations collected from team members. Ever dreamt of running your own business without worrying about funding yourself? - Amazon can offer you that kind of freedom if you manage to convince others with your ideas. You are surrounded by really smart and really nice (most) … 
Show More",Not for someone who can't go beyond their role definition. Do it yourself culture that can be frustrating in the beginning .,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 4, 2018","""Most fun, Andy the most stress""",4.0,Current Employee - Program Manager,"Always learning, innovating pay is great",Does t always have a clear direction,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 5, 2018","""Great Company""",4.0,Current Employee - Learning Coordinator,Love my job! Love Amazons culture of innovation,"Turn over of managers, its ridiculous","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 2, 2018","""Product Manager (AWS)""",4.0,Current Employee - Product Manager,"The scale and impact of your work is amazing, people are incredibly intelligent, and you will never be bored. Finding another company with so much opportunity in terms of learning, impact and variety of work will be very difficult.","You have to be comfortable deprioritizing a lot of work and helping develop resource plans or you'll easily burn out trying to handle everything. Promotions are really really hard. I haven't had a raise in over three years. First line managers can be very good, or very bad - pick your team wisely.","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
"Oct 3, 2018","""Forklift driver""",5.0,Former Employee - Forklift Driver,Because of the innovative strategies and great ways to keep customers coming back,No downside in my experience,"[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Oct 4, 2018","""Program Manager""",5.0,Current Employee - Anonymous Employee,Competitive Pay and Beneifits are generous,Does not care about mental health,"[('Work/Life Balance', '1.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '3.0'), ('Senior Management', '3.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Oct 4, 2018","""Seasonal Associate""",5.0,Former Employee - Anonymous Employee,"Flexible hours, helpful management and staff, open to listening to and taking their employees thoughts, ideas and concerns regarding overall organizational improvement into consideration.","Mandatory overtime, can't think of any other cons","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 4, 2018","""Supervisor""",5.0,Current Employee - Supervisor,"Good benefits, salary, safety enviroment","Fast enviroment, a lot pressure, detailed","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '1.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Oct 4, 2018","""Sales Associate""",5.0,Current Employee - Anonymous Employee,Benefits package is good. Good mobility upwards,Sales and numbers to hit can become stressful,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 4, 2018","""Work Hard, Have Fun, Make History""",5.0,Current Employee - Senior BI Manager,"I started at Amazon as a skeptic, but 2.5 years in now, I'm a full convert. Amazon is full of opportunities both in terms of career growth and business impact. It's also a company chock full of talented people who will challenge you and help you to become a better version of yourself. I am happy to be part of such an innovative and fast moving company and look forward to contributing for years to come.","Like any large company, there are good and bad parts, good and bad managers, good and bad businesses. With that said, the good far outweighs the bad across the board, otherwise you wouldn't see so much success. If you're looking for a place where someone will hold your hand, spoon feed you requirements and coddle you all along the way, Amazon isn't the place for you. If you're willing to grow, be challenged, take … 
Show More","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 3, 2018","""Great learning experience""",4.0,Former Employee - Anonymous Employee,"Great learning experiences
High growth company","Cut throat competition
No work-life balance","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 3, 2018","""Stress stress stress""",4.0,Current Employee - Customer Service Representative,Meeting new people everyday day,Work you like a dog,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 4, 2018","""Fair Compensation For Amount Worked""",4.0,Current Employee - Anonymous Employee,New base pay of $15. Friendly people. Good benefits. Helps me stay fit and active.,401k match isn't great. Long hours with lots of heavy lifting. Can be kind of lonely in certain positions.,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 4, 2018","""Area Manager""",4.0,Current Employee - Anonymous Employee,"Learn a lot about the company, great opportunities for growth, and travel","Forget about having a personal life, and get a good chiropractor","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
"Oct 4, 2018","""Warehouse fullfillment""",4.0,Current Employee - Anonymous Employee,Good pay and benefits,10 to 12 hours Long shifts,"[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Oct 4, 2018","""Multiple jobs""",4.0,"Current Employee - Water Spider, Problem Solver, Stow, Receive and VRC","They try to make it a positive environment. You meet a lot of cool different types of people. They gave me a lot of opportunities. I started at stow. I am now usually problem solving and water spidering everyday, and hardly ever stow. Ive also done receiving. Problem solving job is nice because you use youre brain, it's not as hard on your body as water spidering and not as boring as stow. Problem solving is a lot … 
Show More",Stow and receive has rates and if youre not fast enough you get written up. Sometimes the wip is the reason u cant get a fast rate and managers tend not to take that into consideration but Once you prove youself in stow they will let you try other job duties.,"[('Work/Life Balance', '1.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '3.0'), ('Senior Management', '3.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Oct 4, 2018","""Technical Account Manager""",4.0,Former Employee - Anonymous Employee,"Good work life balance if you get good customers, flexible schedule. Opportunities to learn and get certified.",Hard to get any type of compensation increases year over year.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 3, 2018","""Warehouse worker""",5.0,Current Employee - Warehouse Associate,Stocks vcp. Great environment. Diversity,Mangers changing often. Rate is hard to meet.,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '1.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Oct 3, 2018","""Amazon is the best for you to work and earn your monthly income""",5.0,Current Employee - Shared Services,Work with amazon and make money,You don't have any problems or issues with us once you're honest and loyal,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 3, 2018","""Working Hard, Having Fun, and Truly Making History""",5.0,"Current Employee - Senior Manager, Operations Analysis","Amazon recognizes the contributions of it's employees, and offers tremendous growth opportunities for Top performers. I have been fortunate to be surrounded by an amazing team and strong leaders, enabling me to promote 3 times in four years, and branch out from an Operations Leadership Track to a Business Intelligence Support Track with no issue. I've also come to know several Tier 1 associates who have also grown … 

Show More","Be prepared for short deadlines in some cases, as well as high visibility to your performance. There is no expectation to work long hours, but you have to get your job done, or you will be stagnant in your career.

Amazon's culture is one of self learning. You are expected to seek out information that may not be handed to you on a silver platter. You control your own growth. If you choose not to seek out new … 
Show More","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 3, 2018","""A great place to work!""",5.0,Current Employee - Anonymous Employee,"Remote work options
Competitive compensation
Challenging work","The pace takes some getting used to but if you're up for it and learn, you can find success","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 3, 2018","""Associate""",5.0,Current Employee - Anonymous Employee,"Wages just increased
Pick your own schedule",At our facility hours can be competitive,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 2, 2018","""Associate""",4.0,Former Employee - Anonymous Employee,"regular part time pay
flexible hours",you get paid for the work you put in,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 3, 2018","""Amazon Warehouse""",4.0,Former Employee - Picker/Packer,"Good pay, flexible use of PTO and UPT, overtime hours available, work four 10 hour shifts a week which gives you three day weekends.",I worked in many different roles and the work is always very tedious so the clock moves slow. It’s easy for workers to get a bad attitude and that affects the whole atmosphere.,"[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
"Oct 3, 2018","""Sr Manager""",4.0,Former Employee - Anonymous Employee,"People, Ownership culture, Impact, Stock growth.","Increasing red tape and politics, too big, hiring bar being watered down due to growth.","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Oct 3, 2018","""Sortation Associate (DDA1)""",4.0,Current Employee - Sortation Associate,"Fast-paced workplace, hard work gets rewarded, and recognized. Plenty of work opportunities with VET (Voluntary Extra Time). After you obtain your blue-badge (~3 months of work, apply for it), you get unpaid time off as opposed to attendance points.","Frequent changes to protocols to become more efficient, ends up making people less efficient due to confusion. Hard to remove employees who are inefficient, as a result, creates more work for hard-working employees.","[('Work/Life Balance', '1.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '3.0'), ('Senior Management', '3.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Oct 2, 2018","""Great company""",5.0,Current Employee - Anonymous Employee,"Innovative, flat, global, inclusive, and technical in all job families.",Less importance to non technical roles.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 2, 2018","""Shift Manager point of view""",5.0,Current Employee - Shift Manager,"It is a very fair company you get back what you put in.
Easy to prompt.
Great Stock options.
Benefits day1
Amazing coworkers","Long hours!
Dont expect to get any time off from October to January","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '1.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Oct 2, 2018","""Transportation Area Manager""",5.0,Current Employee - Transportation Manager,"Absolute ownership by everyone, regardless of position. Management has some of the smartest people employed I've ever met. If you are a hard worker, expect to earn more and more while getting promoted.",You will work long...something I never prided myself on doing. Smart - yes. Hard - yes. But there is an expectation as a manager to work 50 hours a week.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 2, 2018","""Process Assistant""",5.0,Current Employee - Anonymous Employee,I love the team I work with. I received amazing training and great support.,Sometimes it's hard to get the time to train for advancement.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Sep 28, 2018","""If you're creative, skilled, or gifted... there's opportunities to prove it at Amazon""",5.0,Current Employee - Operations Manager,"Input is desired. Continuous change for the sake of improvement is constant, and mandatory. Great ideas, and the support to implement them, come from every level. You are rarely if ever denied the tools, training, or support to improve the experience for a customer. You can start anywhere and your skills are noticed if you are dedicated, tenacious, and persistent. Talent is recognized. Hard work, and smart work, is … 
Show More","It is not a place to punch a clock. Status quo is unacceptable. You're either moving forward in supporting operations, and progressing in your career, or you're falling behind, and moving backwards. There's little room in management for treading water at Amazon. At times you will need to take full responsibility for your own growth, training, and path. Mentoring is alive and well, but with rampant growth, there's … 
Show More","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 2, 2018","""Safety""",4.0,Current Employee - Outbound Order Picker,"Friendly management, awesome benefits and safety team cares. I got injured last week and without hesitation, Michael Gray and the team took very good care of me. The process was smooth and I feel so much better mentally and physically. It makes a difference when the company cares about the employees safety.",Nothing at the moment,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 2, 2018","""Senior Software Development Manager""",4.0,Former Employee - Senior Software Development Manager,Amazon is a great company to work for. You will be able to change the world and constantly work on cutting-edge technology building great systems that are important to customers.,"The operational load can be quite high. AWS believes fully in DevOps, which is generally great, but comes with the downside of periodically working long days and even nights when there are operational events.","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 2, 2018","""Good place to work and gain more knowledge.""",4.0,Former Employee - Anonymous Employee,Will experience good Work Life Balance,Nothing much to be mentioned about.,"[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
"Oct 2, 2018","""Challenging in a good way""",4.0,Current Employee - Cloud Support Engineer,Cutting edge technology and innovation opportunities,Very fast paced and can be stressful long term,"[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Oct 1, 2018","""Data Cebter Technician""",5.0,Current Employee - Data Center Technician,"Ive never worked in a place in which they treat you with such respect as a person and a female. At my previous jobs being a woman in the work force was tough so i was nervous to start here but ive never felt so comfortable in a job. They treat you with great respect and care about your well being too. Everyone works as a team and is willing to sacrifice their time to help you succeed too. They dont care about your … 
Show More",i believe that there are no cons here.,"[('Work/Life Balance', '1.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '3.0'), ('Senior Management', '3.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Oct 1, 2018","""Technical Program Manager""",5.0,Current Employee - Technical Program Manager,Extremely high caliber teammates. Leadership principles are real and feel good to practice.,Work hours. Work/life balance.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
"Oct 1, 2018","""Challenging & Rewarding place to work. #AWSome""",5.0,Current Employee - Senior Consultant,"I've been at Amazon for almost six months and when I tell people they ask me about the horror stories they have read or heard about internal challenges and people crying. I personally have not experienced any of that nor have I seen or heard anything either, I’m sure that there are good and bad teams or managers, but I have not seen it.

What I have seen is that everyone here is really smart and wants you to … 







Show More","No cons, thus so far - honestly. While it is true that there are most likely challenging managers and roles, I’d rather be challenged intellectually and know that what I am doing is solving complex problems than sitting at my desk bored wondering what’s for lunch. (not a Con)

Getting into AWS is very challenging and demands high quality work once you are hired. It doesn’t end after you are hired, it only … 





Show More","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '1.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
"Oct 1, 2018","""Great Place to Work""",5.0,Current Employee - Senior Technical Account Manager,"Extremely comprehensive training process, great compensation, ability to think freely, flexible work environment","On-call requirements interfere with weekends, evenings","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
